C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_51_702.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_51_702.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_51_702.jpg, 0, 0, 0, 7.714706E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_51_802.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_51_802.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_51_802.jpg, 0, 0, 0, 7.899233E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_51_905.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_51_905.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_51_905.jpg, 0, 0, 0, 8.016766E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_008.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_008.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_008.jpg, 0, 0, 0, 8.007138E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_113.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_113.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_113.jpg, 0, 0, 0, 7.772785E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_218.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_218.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_218.jpg, 0, 0, 0, 7.823963E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_322.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_322.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_322.jpg, 0, 0, 0, 7.783771E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_422.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_422.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_422.jpg, 0, 0, 0, 7.89609E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_527.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_527.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_527.jpg, 0, 0, 0, 7.845266E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_631.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_631.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_631.jpg, 0, 0, 0, 7.940909E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_737.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_737.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_737.jpg, 0, 0, 0, 7.895039E-05
C:\Users\Asus\Desktop\data\IMG\center_2023_10_05_21_17_52_845.jpg, C:\Users\Asus\Desktop\data\IMG\left_2023_10_05_21_17_52_845.jpg, C:\Users\Asus\Desktop\data\IMG\right_2023_10_05_21_17_52_845.jpg, 0, 0, 0, 8.185329E-05
